"x" "y" "alt"
"27707" -48.3747309662324 -1.42339314671946 5
"58527" -48.4154931261916 -1.30310794462246 11
"63885" -48.5319823880747 -1.31470614102346 18
"6483" -48.3767224130175 -1.06147908650676 2
"14807" -48.3971751369117 -1.25094709611326 9
"41326" -48.3920342267254 -1.39095187793791 21
"11515" -48.2229473610219 -1.22697005468479 22
"4552" -48.2514366249967 -1.17668461446352 23
"12149" -48.2892325156423 -1.25370961235839 22
"39451" -48.2767714053351 -1.22939962336031 24
"63526" -48.2270358856216 -1.29609209965737 19
"21925" -48.3032684760835 -1.39659663245236 29
"31492" -48.3726076423008 -1.3920939169857 17
"48231" -48.3131071815321 -1.24172519054467 14
"30599" -48.3534645417197 -1.11105697085313 17
"24316" -48.4299069674854 -1.2639076571429 14
"61468" -48.382248571528 -1.19110217331101 28
"49028" -48.3251924553639 -1.35903788869017 16
"46669" -48.4978411397433 -1.45251864844117 17
"26955" -48.375222792718 -1.13705125327929 12
"44094" -48.2254726020879 -1.12839267997307 22
"56883" -48.2023137455015 -1.19162227570214 32
"23824" -48.3268251016556 -1.11410497544989 37
"44297" -48.4819442537539 -1.3959848848471 13
"18507" -48.2694403949715 -1.38066530916677 51
"45682" -48.413765299729 -1.3102564051946 26
"49018" -48.3227796157411 -1.34519308841804 19
"69251" -48.5595036407385 -1.26682693321404 11
"44165" -48.2371917472249 -1.13133621088751 22
"71891" -48.3737054793392 -1.12727443880252 32
"5657" -48.4869563935951 -1.50655532230398 16
"66971" -48.3878862883269 -1.21521122980155 33
"37924" -48.4121663162794 -1.4420173560079 7
"4336" -48.2404199533296 -1.09084557025531 16
"35158" -48.3773172630653 -1.31338362927894 7
"15299" -48.2784619984559 -1.45673176793098 20
"1792" -48.2498133396615 -1.2720999725587 30
"4623" -48.2065953661268 -1.21005774342648 21
"3195" -48.2690856502561 -1.40756823711447 11
"24205" -48.539502066684 -1.28747858082596 7
"11784" -48.1984264870693 -1.14814728253247 18
"46446" -48.5221427374513 -1.25366271419702 20
"14180" -48.3509533273758 -1.40040173852288 28
"64743" -48.3864627475581 -1.41021738832898 27
"42447" -48.357008649067 -1.17976650486361 27
"50460" -48.4521628655532 -1.47397448707599 5
"15346" -48.4746667163353 -1.45277201252088 20
"36002" -48.3648134350998 -1.14151043591136 14
"3212" -48.3058468419799 -1.28640289661066 23
"62322" -48.3305804569441 -1.24928379173326 18
"27651" -48.4139470471419 -1.26766234203119 13
"6354" -48.3546478931855 -1.25321841261654 16
"5922" -48.2132699089718 -1.19442606686368 38
"61133" -48.4279713651416 -1.39141055902144 18
"54212" -48.3538078273976 -1.11503721127012 28
"57347" -48.4901888871354 -1.49643729783882 17
"56512" -48.3198849839834 -1.39059119247731 25
"50458" -48.2622404650197 -1.32657131675069 29
"69851" -48.3903392688633 -1.143768293113 20
"16088" -48.2849489618005 -1.36653315381933 33
"34157" -48.3100885271535 -1.20811501816594 29
"21605" -48.3833970063294 -1.42194450038434 13
"44074" -48.3216725626706 -1.13546564452807 15
"5250" -48.5362329424786 -1.22211146312253 30
"48216" -48.2956004550027 -1.26712167553175 10
"33600" -48.3057438089407 -1.38107939536935 21
"75327" -48.2712814122394 -1.16962928762742 15
"52668" -48.4276617473904 -1.19361247656213 16
"11140" -48.3885974406183 -1.48479307051405 9
"4311" -48.4339777156892 -1.35412914866624 10
"71817" -48.2549595280381 -1.38576846808704 35
"28681" -48.482101837338 -1.50445477132935 19
"18124" -48.4579746764951 -1.15737627969723 19
"34589" -48.2636949641955 -1.26401593691712 21
"45948" -48.2765238759104 -1.19951689534358 23
"62651" -48.3627502347869 -1.26719139957938 14
"14487" -48.2778995178477 -1.21124785708949 40
"60917" -48.4474889653903 -1.15778576671918 5
"17138" -48.2536046515145 -1.39195071749444 17
"18912" -48.3684475654667 -1.25839939645779 18
"54214" -48.3684645354498 -1.24136232853853 14
"13750" -48.4238276420614 -1.49768287651287 11
"49848" -48.3348916354434 -1.3196689780599 12
"1864" -48.4211884316986 -1.37646012466426 18
"58363" -48.4308300813558 -1.3119499484068 20
"31683" -48.274368674121 -1.31559999319987 20
"5796" -48.308363888844 -1.26741434585524 17
"47061" -48.2375306709731 -1.34022769792555 32
"67668" -48.3099573537672 -1.36628220634065 26
"2083" -48.5398442491197 -1.21820412197194 27
"25518" -48.3636575129373 -1.19094467770195 20
"30652" -48.3583514124321 -1.22613063833684 4
"76044" -48.3572303849371 -1.23739438092841 17
"75059" -48.4136294996254 -1.43650273263865 17
"45134" -48.4466707625915 -1.42173653406081 14
"54362" -48.4418227535089 -1.28095758156425 4
"64633" -48.3174305146352 -1.35204710271692 26
"70682" -48.2381860729039 -1.15535408864819 16
"54195" -48.3797681284712 -1.17308500533076 31
"7699" -48.3378724183815 -1.2474377754082 17
"24511" -48.4785063532015 -1.36641975364123 13
"74467" -48.3864263280664 -1.44247651922302 21
"66122" -48.3307210876623 -1.1012612786995 22
"15428" -48.2824269552715 -1.38831385265084 39
"14755" -48.4660273090466 -1.42245630192591 12
"37435" -48.2874462780238 -1.36653599515005 32
"30661" -48.4011006861208 -1.49181376535812 14
"52327" -48.2385897437445 -1.11988761731931 20
"76504" -48.2947394711828 -1.29435052917011 20
"36757" -48.2237403672709 -1.26453175378784 31
"9373" -48.3021478035107 -1.37102116710196 29
"49210" -48.2953654647801 -1.22550874087429 16
"75804" -48.418664503639 -1.3135200818379 10
"56709" -48.2287882563614 -1.21287331189606 15
"49466" -48.4511009745659 -1.43095884114268 12
"15562" -48.4502671160701 -1.3279467606489 20
"6946" -48.424478765775 -1.41305314556665 8
"23774" -48.4355844189105 -1.12663170596554 8
"68629" -48.2405247639043 -1.12742966570536 27
"61624" -48.4442181927421 -1.38011616037915 11
"23242" -48.3898318947941 -1.08986264132346 16
"32750" -48.1755717051372 -1.17648417958848 20
"59103" -48.3076957155137 -1.3091663892319 18
"22885" -48.4048834253291 -1.16975692006422 24
"75007" -48.2974030810861 -1.3953131394602 26
"36902" -48.3933243804773 -1.47697824224537 24
"2701" -48.4193698507123 -1.45256944788655 22
"55689" -48.2857461817514 -1.39753384292726 38
"55354" -48.4380359968121 -1.17788765015971 17
"35969" -48.3265116156934 -1.37891526578756 26
"15823" -48.3479604169101 -1.21131782177281 11
"39779" -48.4375220893525 -1.33881068433938 12
"35183" -48.5159370244665 -1.26189699157204 16
"77686" -48.4163067471054 -1.26668713921903 12
"222" -48.4321583330175 -1.49350306724224 12
"20845" -48.4302305103354 -1.48065254820175 14
"8716" -48.3731609617632 -1.21534580748156 30
"71738" -48.3304003088706 -1.36714303256428 22
"78434" -48.4869083085281 -1.44222737645266 7
"41105" -48.3901864966008 -1.30185274389364 20
"43100" -48.4557605808431 -1.26439881864705 15
"32216" -48.3566870771883 -1.22557039617004 9
"27320" -48.4408400408659 -1.42424384385894 11
"59927" -48.3542662972314 -1.41548732781111 12
"52077" -48.3956980771817 -1.15019715890407 27
"6159" -48.2573443344505 -1.23412720244461 18
"44519" -48.2294277376005 -1.26495677014424 33
"9555" -48.2895740680795 -1.44627232773443 17
"6720" -48.4272381684097 -1.42730099701335 12
"77387" -48.2514218227742 -1.32418544825349 37
"67032" -48.4296614683758 -1.2309488191858 13
"40406" -48.1899920686046 -1.16731445800935 33
"65015" -48.4390821873066 -1.24576149345374 11
"72288" -48.1979294249713 -1.20599951691534 31
"38697" -48.2403003130323 -1.34469911018012 40
"50510" -48.4590435029831 -1.26533311153276 17
"26509" -48.3337236639879 -1.29578855093095 10
"6528" -48.4631386554096 -1.33293194443481 6
"79831" -48.4163355390103 -1.13774032260174 16
"14666" -48.2979943024434 -1.36319660516423 27
"51381" -48.3019453593492 -1.30231777481406 21
"38384" -48.2927950770603 -1.42086182338727 10
"27869" -48.3300505996725 -1.31431073660229 18
"71223" -48.4771532560356 -1.33294644218368 14
"27468" -48.2397194528333 -1.09838513201759 21
"10558" -48.154481258929 -1.16685962108331 12
"14093" -48.5509083913104 -1.2581593463837 3
"26030" -48.2309206059351 -1.2958171157784 32
"11270" -48.3462361795977 -1.40011707413896 18
"5724" -48.5499484676851 -1.24586765648375 17
"71734" -48.2306364539669 -1.30196062245301 17
"22043" -48.4558172896832 -1.51392079253268 21
"75473" -48.1794476068897 -1.16925859249263 39
"26682" -48.4152069607531 -1.256351679527 18
"66183" -48.2805511495858 -1.32882586125668 14
"57199" -48.2358621160101 -1.34357699026909 39
"48817" -48.1625096108841 -1.18376231547898 41
"62457" -48.290074795185 -1.24407538044326 28
"78175" -48.2123437313165 -1.24073578812013 41
"25280" -48.3386047879691 -1.43072546492258 17
"71596" -48.3739128232559 -1.20296434256837 23
"64796" -48.4536222481797 -1.40945440223008 9
"43855" -48.2069724894359 -1.24761847059016 38
"34166" -48.3730562158154 -1.4046162467769 28
"29109" -48.4084558028485 -1.34572265099467 11
"58018" -48.474332993296 -1.50249049483562 15
"16661" -48.2240896590739 -1.2442474779913 36
"45621" -48.4526006226113 -1.27957181839318 8
"37635" -48.444752242079 -1.26503966223127 11
"30705" -48.4655782343277 -1.47277952463414 8
"17524" -48.4423986495028 -1.2597303823518 11
"20312" -48.3673629192227 -1.44920404207509 17
"63175" -48.2593342418525 -1.18665312343881 19
"7731" -48.3465293472946 -1.10937495529815 24
"33136" -48.2507412629964 -1.17845263098743 24
"24554" -48.3204851306608 -1.16897882323308 20
"74279" -48.3031499637232 -1.21001651557432 14
"57830" -48.3927301979095 -1.14635402605151 21
"14884" -48.3981483359709 -1.18131379377839 18
"57909" -48.3033238533643 -1.43441936693921 16
"76505" -48.3582377303044 -1.33701028866383 12
"76179" -48.294722715369 -1.17370170100648 17
"19269" -48.4763682103782 -1.28546119976129 14
"39230" -48.3780862082214 -1.19123783767801 36
"70603" -48.3045454073802 -1.20177909420695 31
"42429" -48.2667338624496 -1.18582267774654 33
"59064" -48.3254319648747 -1.39311110624008 26
"40196" -48.2299209966446 -1.19011442195658 18
"29180" -48.2439774567184 -1.2807510008953 46
"51772" -48.558390120973 -1.2704572669918 15
"41316" -48.3241979399033 -1.24983582642892 13
"35156" -48.345051878577 -1.0857455663967 17
"7659" -48.4366345217769 -1.19310884258385 13
"47417" -48.2278235071292 -1.33658622286266 51
"38970" -48.4057183410774 -1.30968941733917 11
"5380" -48.2988402252596 -1.19093732794855 16
"10513" -48.2655879013452 -1.35222158631695 32
"22151" -48.3211196919952 -1.13323084140814 17
"8585" -48.5442084733338 -1.29949454144025 19
"60470" -48.37789825291 -1.37566779383083 19
"68322" -48.5270712625314 -1.22601362131142 12
"50220" -48.279546315911 -1.22912319619795 11
"28407" -48.2839322364668 -1.40646859062156 27
"46561" -48.4326567492292 -1.28932767161739 8
"27804" -48.2866834917949 -1.21358404414648 26
"77225" -48.2398280610514 -1.26901730063504 30
"10236" -48.2604055526406 -1.31297805805754 29
"77333" -48.1901425162952 -1.15544626888105 19
"16336" -48.2829540358984 -1.14925346996125 20
"20661" -48.4821314847079 -1.4783848381534 6
"79112" -48.3915996568298 -1.16136546222471 22
"67740" -48.3085008934306 -1.26909018593082 23
"32408" -48.3437697703035 -1.09233570305504 16
"56133" -48.2632696256268 -1.13359528366609 25
"59769" -48.4511688655917 -1.36811314341236 24
"56049" -48.4135381286586 -1.26026030784277 9
"68280" -48.2419166791915 -1.38714954540402 32
"27999" -48.2608820230612 -1.30003899770042 29
"41917" -48.2419163555622 -1.38742881206072 36
"693" -48.481091964017 -1.4143726001677 5
"28613" -48.4423571367315 -1.43262491664789 14
"2957" -48.287999488545 -1.23848767131131 31
"58809" -48.3602366830542 -1.41186335306556 19
"45806" -48.4411715221021 -1.3303486939884 11
"38959" -48.3757311242202 -1.32641585886307 17
"76206" -48.2732469231754 -1.2391706136758 27
"55706" -48.391068038486 -1.25325520122727 8
"27797" -48.2194290068704 -1.23082949800227 25
"62967" -48.4599976524243 -1.13349650840742 3
"30949" -48.2062173132632 -1.21796968530382 23
"28069" -48.2301864745343 -1.33253957481866 48
"50533" -48.4363231968694 -1.49183209613919 14
"75502" -48.271758803989 -1.24726802509508 21
"44917" -48.4349078187721 -1.43485101878144 5
"49901" -48.3812142327315 -1.25617794104989 16
"6599" -48.3978903617395 -1.07618380055672 9
"42868" -48.5015851263542 -1.4550367473062 9
"69203" -48.2640388255867 -1.19894580715274 33
"69637" -48.4200487421356 -1.12256792442202 10
"74230" -48.4177560461726 -1.38548731886043 26
"3198" -48.3896170143988 -1.12403033169951 19
"7471" -48.3469874425697 -1.39006344140712 18
"30859" -48.3646071315239 -1.06051445060503 16
"65283" -48.2970739707399 -1.31683508225654 15
"63962" -48.2277039137071 -1.26461580978183 31
"27124" -48.4404664507019 -1.24911459776749 10
"57875" -48.399531809171 -1.38649135853678 24
"16166" -48.290430073848 -1.42630495860747 8
"34378" -48.3726147927738 -1.38562354070542 15
"64815" -48.4649729532296 -1.43488476452 17
"76527" -48.381717095807 -1.16596470312567 15
"60511" -48.4860625344231 -1.43736623258915 15
"3743" -48.2885104037581 -1.40675322941631 46
"70587" -48.5546799663562 -1.23106722298394 15
"63882" -48.2677745978401 -1.40156231937241 29
"17186" -48.2277120413135 -1.12199968239261 8
"9499" -48.4433352669223 -1.42648113471076 3
"28815" -48.2220249603077 -1.31130637370915 32
"50688" -48.2378955553892 -1.25984597949739 27
"60357" -48.2515784619851 -1.42960979614374 21
"46983" -48.3828291251551 -1.30547595914703 8
"4779" -48.4250444460357 -1.12145512200563 8
"26760" -48.4029338147176 -1.3189035480049 4
"72791" -48.4319676132927 -1.13738196383279 16
"367" -48.4715125671526 -1.28461840524641 19
"62154" -48.3434268961838 -1.16439247664255 7
"54158" -48.5306935777865 -1.35471913202852 21
"5041" -48.357461048853 -1.28380396118123 17
"11631" -48.2302966874214 -1.35781312444393 43
"55089" -48.363930468328 -1.19569296495857 22
"23058" -48.2664790784526 -1.30725034884218 22
"424" -48.2962307618841 -1.19227529546019 17
"26598" -48.4378890960014 -1.43256402784789 4
"3384" -48.2494224902626 -1.10649295195798 17
"15435" -48.3201502102725 -1.22804740037509 10
"22265" -48.4560950266678 -1.15360381572043 13
"60254" -48.1505795789537 -1.18430848459278 19
"35512" -48.4008043265491 -1.07562769486186 14
"20561" -48.4002064024286 -1.40394856247415 24
"63916" -48.3501016188565 -1.28966142826027 17
"70614" -48.4809298087014 -1.30306297111376 16
"5441" -48.2930576358429 -1.31026763351839 32
"15927" -48.4085130089685 -1.29042025989125 28
"19518" -48.261335026688 -1.3913613320853 20
"2205" -48.3726067919721 -1.11470504779882 20
"36702" -48.4563496907563 -1.32300918117605 22
"37291" -48.3923934824041 -1.31442362186638 11
"58022" -48.3785495006481 -1.28452406947069 8
"24271" -48.2745397484444 -1.24112687830422 28
"57478" -48.4303302720672 -1.2567158403346 20
"26263" -48.54015005902 -1.33440728826284 15
"75632" -48.522309482314 -1.27293665072706 12
"42100" -48.3162743000873 -1.39351954700191 26
"42366" -48.3833716312797 -1.4442884309505 20
"52292" -48.3209382332095 -1.43997936046016 19
"65838" -48.4874269017265 -1.4585124433748 13
"1685" -48.536793568258 -1.21596664938061 16
"77120" -48.4299132707683 -1.25748353008223 17
"57360" -48.4588769747286 -1.29354390883297 12
"73175" -48.2843708625047 -1.11755684108623 18
"40169" -48.2876826767295 -1.18509868959066 19
"46278" -48.3794328197536 -1.49036812089886 14
"37222" -48.2760126167337 -1.15455304414195 6
"27255" -48.3667385798107 -1.16022506078539 20
"70690" -48.3148817943693 -1.12777897711489 17
"15041" -48.4641840699085 -1.39466218527924 14
"18857" -48.4329484257071 -1.46146310285937 4
"71517" -48.2941147877167 -1.14183530237261 14
"79285" -48.3233163510896 -1.29745321478874 18
"66452" -48.4149192584213 -1.26668574574761 6
"12878" -48.3261904654406 -1.33446177133594 11
"11369" -48.3145688155211 -1.42884700565176 13
"57311" -48.3709988863019 -1.34037564595201 23
"53533" -48.4233250672693 -1.18206362363261 28
"68053" -48.3172921607688 -1.21882811204344 31
"71809" -48.341654398842 -1.44321561861256 16
"33154" -48.4742909979855 -1.35019147817044 9
"76037" -48.4344944807707 -1.2549742678425 20
"32071" -48.3066929097103 -1.44047447368473 17
"4941" -48.317738657444 -1.32383968236561 6
"33454" -48.3172998125338 -1.13839405364457 15
"33084" -48.3458473769427 -1.24371354030949 13
"1772" -48.3164809043639 -1.28883464808601 19
"57873" -48.379292485584 -1.08454673949397 24
"55538" -48.3133592898393 -1.26658171774846 24
"44708" -48.2856526669041 -1.35759708022655 20
"36681" -48.3387093734086 -1.43027174179822 19
"7718" -48.2691141713644 -1.38285257375255 41
"25704" -48.3758284270655 -1.4875708226813 19
"58680" -48.2624195461785 -1.15230571636608 27
"12065" -48.4551484140129 -1.46336394366674 3
"71866" -48.4523212596271 -1.49720433630714 17
"51812" -48.5593844572151 -1.24573680640295 14
"78569" -48.2232430538648 -1.29692570272698 26
"26292" -48.4333432793231 -1.42758717661581 13
"20192" -48.3006114208604 -1.25111482985345 19
"16635" -48.3044792629968 -1.26741027707266 14
"21335" -48.3679486083212 -1.43862871864263 14
"36574" -48.4208049797884 -1.47170367937602 9
"62369" -48.2406222438239 -1.38677567002608 22
"50352" -48.3798979644923 -1.32223082126511 15
"28961" -48.3348767350947 -1.38418464755242 19
"15399" -48.4008688554096 -1.15997754252647 29
"63890" -48.275959895245 -1.20863932444028 44
"23428" -48.2577119441983 -1.40504135980976 20
"5670" -48.2327212330886 -1.16400595537329 14
"12425" -48.4414836713523 -1.3415680741149 8
"40636" -48.3492442347189 -1.17459215928029 15
"39698" -48.2484654110298 -1.2343972353614 24
"58829" -48.4020372803825 -1.37923223077281 37
"6532" -48.3433111978485 -1.13953547308356 12
"68144" -48.3019608740631 -1.28765552719336 15
"35539" -48.2346247940444 -1.33352202570722 38
"16961" -48.2702785065545 -1.33439992661048 24
"68544" -48.5380933453338 -1.30926521557149 12
"62745" -48.2295417891158 -1.28799619769545 32
"37909" -48.5351924565106 -1.27506403164543 18
"14189" -48.4122148278148 -1.19350477993168 13
"26895" -48.3424651238267 -1.29509957516602 15
"3739" -48.2726958205173 -1.40505902368636 30
"13013" -48.3565392868137 -1.08536469298026 18
"4331" -48.3512703443918 -1.08200853575866 21
"50032" -48.2708958301381 -1.27659090063742 31
"21927" -48.1568997363955 -1.17579798840568 30
"16477" -48.2205223173162 -1.21922336133739 25
"49200" -48.459303484262 -1.28320962734803 10
"42365" -48.5335575593592 -1.31214716137581 15
"47258" -48.2978394829627 -1.24841224610657 28
"65329" -48.3199688999268 -1.43834904993469 21
"54672" -48.2374824560713 -1.11723353529772 22
"772" -48.355762839816 -1.44146332225707 17
"47414" -48.2836137107926 -1.3193338394207 15
"47763" -48.4549933871489 -1.42453894030029 15
"60994" -48.3450110217915 -1.24762276961186 4
"79378" -48.4620403267311 -1.45164050027135 8
"25761" -48.2674561641731 -1.37684628158503 36
"48110" -48.2785424092441 -1.3048059185216 28
"15811" -48.4370410191796 -1.34393754034433 19
"3337" -48.2548883158129 -1.32586493796841 23
"9490" -48.2640667877421 -1.17046003103609 13
"22356" -48.2714989492947 -1.23006446040325 23
"17983" -48.3662455192858 -1.09129430207721 17
"758" -48.3224171808558 -1.44086551489711 21
"44035" -48.2102004490069 -1.17088235930009 15
"53161" -48.3681850759267 -1.37626216714183 14
"8710" -48.3619867181736 -1.33436104694155 7
"72698" -48.2556991958577 -1.21485582450114 13
"61753" -48.4690939304994 -1.33431475635665 18
"55970" -48.3533948477022 -1.18674537479595 20
"42333" -48.4459474275459 -1.31866906001127 20
"75707" -48.3052874411722 -1.23070104729374 6
"52742" -48.5289795531095 -1.26288716105292 16
"10702" -48.3627434329477 -1.27389447625838 17
"76947" -48.4308544425978 -1.14101200324645 24
"11983" -48.3717918740021 -1.30602295984882 11
"61585" -48.3785899748195 -1.14673669754763 25
"79304" -48.3703519487798 -1.15352531622477 23
"67903" -48.3805210669297 -1.25561864301508 11
"44796" -48.3198121139522 -1.19564994379673 26
"40921" -48.409475547405 -1.42867744571413 12
"18234" -48.4652361944702 -1.1717677031962 5
"70253" -48.3786790617493 -1.4222184089974 19
"34161" -48.2809185837593 -1.13037242113959 23
"35476" -48.4005548018173 -1.19935908521579 10
"7822" -48.3993663265135 -1.2797973325486 24
"24471" -48.3866106705488 -1.40197819756881 25
"13840" -48.3475680412464 -1.4002303084929 21
"54899" -48.249232323403 -1.29648883654229 25
"6830" -48.4416457093802 -1.17537717403976 18
"416" -48.3538902734195 -1.2477714248399 10
"19533" -48.4713619238929 -1.42958482578465 23
"50733" -48.4297367709261 -1.14966961700955 8
"16607" -48.2943755393223 -1.1978590525934 38
"79241" -48.1624797039432 -1.21280411054337 36
"62405" -48.16000331723 -1.19297490656396 17
"19389" -48.4258639164026 -1.4768069507121 19
"78343" -48.2773780160439 -1.43494698008518 21
"66318" -48.2734517438671 -1.21962159600001 26
"6878" -48.2405339414674 -1.25742848169249 25
"75255" -48.3259192211361 -1.45190147212135 22
"19160" -48.2142555615755 -1.22542501926529 39
"20216" -48.3767192283537 -1.16945124832271 27
"6989" -48.4580172064177 -1.17623017872019 13
"46149" -48.2388790068431 -1.37457899300863 38
"43989" -48.3517906078732 -1.12124965180687 30
"35506" -48.3981711463488 -1.07227379401916 11
"51831" -48.4531844331351 -1.15010975084308 15
"49187" -48.5340652199506 -1.31331155078385 15
"21959" -48.3620903570786 -1.36689901037218 19
"6974" -48.4625332346061 -1.38125317547944 18
"34833" -48.3992659807062 -1.24111371467155 12
"47758" -48.362049711967 -1.40362623023379 19
"69071" -48.2699027439729 -1.42069505795299 25
"49813" -48.3799377444749 -1.1394296103997 24
"5176" -48.3590149135845 -1.10994479489235 29
"50842" -48.5361996798943 -1.27762422510916 19
"16934" -48.3058439074399 -1.28919571483509 28
"4520" -48.3333642820215 -1.09302464322921 14
"590" -48.2669916951961 -1.29501874971668 28
"75448" -48.3779280167997 -1.2116264902591 31
"55959" -48.2212609997642 -1.24777333982719 30
"46839" -48.2033876182015 -1.22667027527169 34
"21577" -48.3631361730128 -1.15505471629121 17
"64766" -48.3881708052894 -1.37111722798133 29
"38465" -48.4411296705175 -1.13180390330328 13
"26199" -48.3231995119599 -1.13448956661656 22
"6123" -48.4268136546756 -1.30468374815661 19
"12272" -48.4814671659409 -1.40957799799873 1
"40354" -48.2391593625617 -1.37206592175167 37
"12658" -48.4123500362505 -1.50325537851737 20
"31895" -48.4262914604727 -1.27200402225777 12
"48261" -48.2877503553982 -1.37810642108872 36
"64806" -48.2557542040653 -1.41816474655808 23
"18492" -48.2566833726512 -1.33354688378743 32
"64411" -48.2502833393245 -1.42979441387951 24
"26594" -48.3153787576374 -1.44811855873193 17
"23359" -48.3764085598953 -1.20464255042005 31
"20018" -48.2580027275885 -1.3935916006512 31
"51492" -48.4515253469981 -1.29116230871384 12
"77149" -48.2749075534743 -1.41204349133231 19
"41859" -48.2969029644586 -1.21405981654126 29
"79717" -48.4241594481041 -1.45048013639455 10
"18993" -48.4614115394636 -1.39214532460356 22
"79892" -48.4725858444314 -1.32148963318271 11
"56649" -48.4137967141553 -1.18335813469628 18
"69869" -48.5051798655294 -1.46705177475887 2
"74833" -48.3376634338534 -1.0947507716817 18
"70575" -48.3188386443651 -1.33305728722501 16
"43618" -48.2730551211466 -1.11288239272981 19
"63613" -48.3403673302256 -1.06980324828398 5
"841" -48.3542455372453 -1.16738185311586 17
"13594" -48.4573656053147 -1.27845931434484 8
"43601" -48.2914940663477 -1.21237869127472 27
"26364" -48.2237973040705 -1.20979626662066 32
"13178" -48.5292165558375 -1.30506645005572 16
"76051" -48.4524365357054 -1.28180617466973 10
"62098" -48.3323087393771 -1.44590438312814 10
"49865" -48.4787226788939 -1.28993267363643 6
"68451" -48.4708993786496 -1.34243682711939 19
"47528" -48.3243344745431 -1.10684124502866 18
"1658" -48.4600951232724 -1.3239906532726 19
"43904" -48.3371643391657 -1.44646870156935 18
"7728" -48.3617452022518 -1.42750557804523 17
"25672" -48.2904585514999 -1.18379812507565 19
"43783" -48.3770900666096 -1.35322994271035 23
"17916" -48.2993025253042 -1.43245962884393 22
"55098" -48.542887302775 -1.22882163010575 30
"28312" -48.4139613821878 -1.1027317216331 13
"40720" -48.287867696672 -1.23164522296952 17
"75154" -48.3843607170361 -1.42864879368838 13
"46987" -48.200444535319 -1.17555036250451 27
"48965" -48.3535224908158 -1.33501909148231 26
"67157" -48.5380911623143 -1.31149988032312 16
"65217" -48.3848298605078 -1.09851658373306 13
"14307" -48.35786326081 -1.15602731378385 9
"78589" -48.3307093328111 -1.11438781038873 28
"9606" -48.3148535004293 -1.15822095532993 17
"67536" -48.316197415673 -1.29455967974504 16
"1341" -48.3445279023275 -1.28605272439995 15
"9247" -48.4064389499747 -1.13735897310919 16
"46975" -48.3540675895547 -1.09587093311865 15
"51216" -48.2290163392538 -1.26044155649327 30
"48824" -48.1704858068187 -1.19131028248185 40
"8546" -48.4645095104248 -1.47706116604103 2
"61482" -48.2585780501526 -1.10664112358917 18
"58895" -48.4052247438651 -1.0981155330625 11
"76549" -48.3487458431756 -1.11300775550405 33
"40155" -48.3764711639453 -1.28172893932402 17
"1971" -48.2798892113538 -1.29950113967944 21
"79727" -48.3599862379593 -1.31050714074658 11
"23288" -48.2465862967461 -1.17151332975329 25
"65985" -48.2079711044162 -1.22122954049682 32
"50858" -48.4500280976819 -1.26169311420364 14
"69286" -48.3279941200409 -1.33446374508075 27
"65613" -48.3971844040739 -1.49848908793943 12
"11971" -48.4067863404473 -1.34991043744004 22
"58879" -48.2574588537254 -1.11683347856142 21
"70992" -48.2021859715667 -1.1807310858936 18
"53427" -48.2351693292487 -1.21315915085077 22
"16538" -48.4108181081523 -1.20337226920267 9
"6072" -48.3468313948663 -1.08144604538466 23
"79699" -48.2295439001467 -1.28604135001342 43
"11054" -48.3465186742209 -1.31060452602372 11
"36128" -48.2870507692332 -1.34796358083238 31
"76470" -48.5159534810415 -1.24443895876884 24
"31684" -48.4299138173607 -1.25692491032125 18
"53679" -48.4448745637877 -1.13320379661042 7
"6488" -48.3640416489429 -1.35880160491471 15
"6114" -48.2979362197773 -1.41430480280749 22
"28429" -48.38636584666 -1.23788895230309 19
"30714" -48.363222162971 -1.05772030668249 22
"74790" -48.331677898271 -1.26157359168403 13
"47421" -48.2603546437007 -1.39931941956365 29
"48873" -48.4026704596 -1.16221364270763 20
"3089" -48.378304625269 -1.37316302084737 23
"50965" -48.4235631229703 -1.48651023102648 16
"52492" -48.4597012798099 -1.30178457957179 22
"75798" -48.5427938033133 -1.28318432525831 18
"24659" -48.3989620890692 -1.12031468261144 23
"46523" -48.3324048914291 -1.29648537326808 14
"10194" -48.2664944914567 -1.24000142388617 20
"17205" -48.3861763292248 -1.41817711899322 25
"52369" -48.4090430190431 -1.17269350070399 23
"73031" -48.4827086553375 -1.45864679521989 9
"12945" -48.219630173735 -1.21509794798054 19
"1862" -48.2917238284208 -1.25943742677583 17
"35119" -48.4499815918939 -1.4393370150816 18
"46810" -48.2578989494228 -1.44794953319562 21
"52579" -48.2583166242577 -1.36175508429995 48
"49107" -48.47842603448 -1.38625807549716 12
"21032" -48.4414347069892 -1.3441749394881 9
"42214" -48.4166042876195 -1.24629801119102 9
"42364" -48.4477994523794 -1.27048930638545 31
"75427" -48.3687935358961 -1.45195212848592 19
"15337" -48.4414878811487 -1.46530348282095 13
"67309" -48.2973428422934 -1.32479485906567 30
"6313" -48.3540076919039 -1.39872945492837 12
"11960" -48.2734743138904 -1.19700036397279 24
"20888" -48.3971103746282 -1.3149871828176 20
"45263" -48.3021040223234 -1.40956190753931 14
"11538" -48.2206055178734 -1.21091002461867 27
"30164" -48.2876254918193 -1.45143661960806 16
"79842" -48.4722437445775 -1.46859736162827 10
"6691" -48.419677776024 -1.2245150266699 15
"18950" -48.4388605654874 -1.45720041946831 15
